"","","Channel","Watch time","Stream time","Peak viewers","Average viewers","Followers","Followers gained","Views gained","Partnered","Mature","Language",""
"https://static-cdn.jtvnw.net/jtv_user_pictures/58ffb964-4901-4a8f-ac11-d4320d25c667-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","401","Gripex90","33277305","41385","4431","811","635420","40235","1373076","true","false","English","Gripex90"
"https://static-cdn.jtvnw.net/jtv_user_pictures/ae746c00-a1cb-4539-8cf7-bdf19663a7b9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","402","loud_thurzin","109942185","11385","43913","8850","635383","605447","1753187","true","false","Portuguese","loud_thurzin"
"https://static-cdn.jtvnw.net/jtv_user_pictures/2eb46157-f05e-400c-9bd0-50e7361d47d0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","403","DizzyKitten","136238850","81690","16711","1669","634598","60796","7730027","true","false","English","DizzyKitten"
"https://static-cdn.jtvnw.net/jtv_user_pictures/22bdb876-0fae-4d40-99c8-02fe30de9d47-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","404","StreamerHouse","207929760","496425","12609","419","633869","6412","2838699","true","false","English","StreamerHouse"
"https://static-cdn.jtvnw.net/jtv_user_pictures/177bf965-8c26-4f51-b514-8855802abbcc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","405","AnneMunition","152245725","95085","37236","1532","633280","54451","9069039","true","false","English","AnneMunition"
"https://static-cdn.jtvnw.net/jtv_user_pictures/36b130dc-5d86-460d-823f-1ac5983df527-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","406","momoladinastia","237534915","57720","42015","4694","633217","527809","6941086","true","true","Spanish","momoladinastia"
"https://static-cdn.jtvnw.net/jtv_user_pictures/swifty-profile_image-a18a3a13667a1f44-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","407","Swifty","136001160","107040","5148","1135","630246","34061","4663924","true","false","English","Swifty"
"https://static-cdn.jtvnw.net/jtv_user_pictures/95ce9a93-0d8f-49d5-bd3c-fd2851eaecda-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","408","ElmiilloR","775808730","129435","45726","5660","630232","356633","23158079","true","false","Spanish","ElmiilloR"
"https://static-cdn.jtvnw.net/jtv_user_pictures/llstylish-profile_image-eabf11a352800003-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","409","LLStylish","116855970","43890","11628","2652","630038","125423","3937316","true","false","English","LLStylish"
"https://static-cdn.jtvnw.net/jtv_user_pictures/mister903-profile_image-7efd051f8974ace9-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","410","갱생레바 (mister903)","112402260","31995","9689","3548","628406","129154","5289030","true","true","Korean","갱생레바 (mister903)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/88ebc32c-7684-4cbd-a4fe-c26997ad8875-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","411","ESL_CSGOb","346983090","64380","89949","5019","628339","208521","15122932","true","false","English","ESL_CSGOb"
"https://static-cdn.jtvnw.net/jtv_user_pictures/bungie-profile_image-9437066b0a491c6e-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","412","Bungie","7993665","165","180035","45258","627377","32791","774988","true","false","English","Bungie"
"https://static-cdn.jtvnw.net/jtv_user_pictures/dd62af8b-8896-4184-bd9d-7814e3cf7a4b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","413","tenderlybae","15791745","6450","42532","2623","625508","199679","1635711","true","false","Russian","tenderlybae"
"https://static-cdn.jtvnw.net/jtv_user_pictures/ewroon-profile_image-13a9eaf00f468486-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","414","EWROON","716443950","101190","25012","7100","622021","306486","17470459","true","false","Polish","EWROON"
"https://static-cdn.jtvnw.net/jtv_user_pictures/8d88427e-923e-4613-97cb-390b4efab238-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","415","Skadoodle","171295995","52680","30357","2906","621664","180668","3904771","true","true","English","Skadoodle"
"https://static-cdn.jtvnw.net/jtv_user_pictures/destiny-profile_image-951fd53950bc2f8b-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","416","Destiny","723871545","165660","29438","4268","620855","120107","9268571","false","true","English","Destiny"
"https://static-cdn.jtvnw.net/jtv_user_pictures/adf0d2e8-b1af-4f4e-a246-13666bf951bf-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","417","PipePunk","51838230","30555","7256","1504","620590","304219","1701969","true","false","Spanish","PipePunk"
"https://static-cdn.jtvnw.net/jtv_user_pictures/6a52c210-a183-4895-8d08-c99a0c8b80ea-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","418","FaZeBlaze","245809680","91245","18936","2567","620320","553950","3697907","true","false","English","FaZeBlaze"
"https://static-cdn.jtvnw.net/jtv_user_pictures/e62c7146-ded2-498d-979d-c1f54e43a3b7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","419","liljarvis","1810275","1800","1894","962","617848","40519","129814","true","false","English","liljarvis"
