"","","Channel","Watch time","Stream time","Peak viewers","Average viewers","Followers","Followers gained","Views gained","Partnered","Mature","Language",""
"https://static-cdn.jtvnw.net/jtv_user_pictures/dcf5e07b-c9fb-4208-b5d4-98dd429bd6e5-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","9534","DreamInPastels","64275","1560","59","38","41413","-611","4299","true","true","English","DreamInPastels"
"https://static-cdn.jtvnw.net/jtv_user_pictures/b7b23806-7318-4eeb-8185-4fb4e3998870-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9535","SpeedrunsBrasil","48549315","39900","6185","685","41413","12227","9514059","true","false","Portuguese","SpeedrunsBrasil"
"https://static-cdn.jtvnw.net/jtv_user_pictures/05ae8bb7-0496-4d16-8a7c-24f7ef20196f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9536","TaToHAoE","33881295","55755","8917","586","41411","22123","2737119","true","false","Spanish","TaToHAoE"
"https://static-cdn.jtvnw.net/jtv_user_pictures/282e3b4d-21dd-4dcb-b139-13ef3c39ef90-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9537","Suga","13858455","111480","1444","114","41411","17077","777820","true","false","Spanish","Suga"
"https://static-cdn.jtvnw.net/jtv_user_pictures/415f4fda-f102-4839-b6aa-e8d592faf9fa-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9538","bealien_queen","10287900","51285","2097","197","41410","34350","834417","true","false","Spanish","bealien_queen"
"https://static-cdn.jtvnw.net/jtv_user_pictures/8718067e-297b-410f-a0c6-6e55e472d808-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9539","forpantheon","16312770","152580","1342","107","41402","22303","715081","true","false","Turkish","forpantheon"
"https://static-cdn.jtvnw.net/jtv_user_pictures/efa02ddd-0973-491c-b69e-3158966f956b-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","9540","슈카월드 (torona1)","21467115","7635","6916","2689","41393","28574","472168","false","false","Korean","슈카월드 (torona1)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/5ed5c5e9-70ef-41c0-98ea-786eefb7226c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9541","TorwaK","38786775","136020","1196","300","41393","12735","1729562","true","false","Turkish","TorwaK"
"https://static-cdn.jtvnw.net/jtv_user_pictures/mclaugh-profile_image-d45de478aedbaffa-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","9542","McLaugh","21401055","141795","751","139","41392","6381","1056677","true","true","French","McLaugh"
"https://static-cdn.jtvnw.net/jtv_user_pictures/nikkisariot-profile_image-3d3448fe1613ab60-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9543","NikkisARiot","11424015","76740","2107","141","41389","462","248407","true","false","English","NikkisARiot"
"https://static-cdn.jtvnw.net/jtv_user_pictures/sizofren-profile_image-3a60ef1d97e1d3fc-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","9544","Sizofren","159360","1395","258","124","41380","-736","18295","true","false","Turkish","Sizofren"
"https://static-cdn.jtvnw.net/jtv_user_pictures/a788e794-baef-4f14-bc3a-0a8db07171c9-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","9545","Ex6TenZ","357270","3345","476","109","41379","507","24752","true","false","French","Ex6TenZ"
"https://static-cdn.jtvnw.net/jtv_user_pictures/b47be685d4cd9ef4-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","9546","ImperiumNews","9941685","29070","2756","269","41376","2890","316187","true","false","English","ImperiumNews"
"https://static-cdn.jtvnw.net/jtv_user_pictures/de7c0f9d-97d7-4880-afce-fdc76c6a1c8f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9547","xmarieangel","6617010","85455","457","84","41372","41372","113287","true","true","English","xmarieangel"
"https://static-cdn.jtvnw.net/jtv_user_pictures/lefort87-profile_image-773ab15a40c126dc-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","9548","lefort87","8104620","177045","397","45","41371","-1695","293121","true","true","Russian","lefort87"
"https://static-cdn.jtvnw.net/jtv_user_pictures/6aaab5aa-4c29-43b2-85b0-72c951580a2e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9549","s2jfalcon","11944275","106440","2164","104","41370","7015","265415","true","false","English","s2jfalcon"
"https://static-cdn.jtvnw.net/jtv_user_pictures/f8ffb5a7-543a-44d1-8c12-229d52515cd4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9550","TreyAnastasio","48542040","1395","48394","34739","41353","29005","1114591","false","false","English","TreyAnastasio"
"https://static-cdn.jtvnw.net/jtv_user_pictures/c8110a4e-1f50-49fd-b113-6db6c7e3987b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9551","SchnkrTV","857595","11925","722","59","41352","-396","187026","true","false","Turkish","SchnkrTV"
"https://static-cdn.jtvnw.net/jtv_user_pictures/de356426-02bb-4117-bed0-944f5f50582a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9552","VALECHOBERK","89713965","109110","3508","729","41348","11639","4044381","true","false","German","VALECHOBERK"
"https://static-cdn.jtvnw.net/jtv_user_pictures/9300ef47-3baa-46d8-9350-59b91a2e3272-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9553","LittleAlii","15971970","36270","3778","371","41333","24780","475346","true","false","English","LittleAlii"
"https://static-cdn.jtvnw.net/jtv_user_pictures/21a59292-a20f-4405-aff7-93af5c17c915-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9554","fruitycutie","2666730","60945","267","41","41328","39604","82086","false","false","English","fruitycutie"
"https://static-cdn.jtvnw.net/jtv_user_pictures/ea120899-67b8-42a2-a5a7-871c191eb806-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","9555","IMiR4CLE","2919060","15540","1186","183","41327","19066","51381","true","false","Arabic","IMiR4CLE"
"https://static-cdn.jtvnw.net/jtv_user_pictures/20160b00-4736-4217-9922-6229c2a8de24-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9556","DarkLiberatorZone","919890","38505","435","23","41323","1122","37585","true","false","English","DarkLiberatorZone"
"https://static-cdn.jtvnw.net/jtv_user_pictures/545cfd56-490b-49d4-a25a-589331bbee68-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","9557","yellowpaco","3897825","44685","3285","71","41321","316","368024","true","false","English","yellowpaco"
"https://static-cdn.jtvnw.net/jtv_user_pictures/1ca1ce29-c1ae-414f-8ae3-b44c6161f7f7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9558","초깨비 (choggebi)","1702170","49320","333","32","41320","13477","82870","true","false","Korean","초깨비 (choggebi)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/c18e757e-2843-4ab1-a06e-ceff1dd029fc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9559","Malevolgi4","34039710","155025","7979","184","41313","7380","5586955","true","false","Spanish","Malevolgi4"
"https://static-cdn.jtvnw.net/jtv_user_pictures/714ee0c8-3b02-4472-ac3d-7b9ea7810bbc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9560","Bandity","6879675","81870","1742","66","41303","29819","389795","true","true","Portuguese","Bandity"
"https://static-cdn.jtvnw.net/jtv_user_pictures/a8320422-24c3-4ab5-9556-974a408dceec-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","9561","로복_ (robok2016)","3386355","46260","887","67","41297","-2740","398271","true","false","Korean","로복_ (robok2016)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/59931c20-43a7-4eb7-b9c1-43e25005a12a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9562","JasonSusanto","3642825","29520","500","102","41291","10187","429598","true","false","English","JasonSusanto"
"https://static-cdn.jtvnw.net/jtv_user_pictures/realmktombrady-profile_image-a2aa19a28c0d73f4-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","9563","RealMKTomBrady","7471605","56805","2751","115","41288","1623","156939","true","false","English","RealMKTomBrady"
"https://static-cdn.jtvnw.net/jtv_user_pictures/362383ae-9727-4906-b3e9-c002760d90bc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9564","HoldemHammers","17410275","56955","8932","250","41273","17479","1420611","true","false","Spanish","HoldemHammers"
"https://static-cdn.jtvnw.net/jtv_user_pictures/2a2ddded-e729-4f74-a13d-c70c8e77e4a9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9565","bykurrito","990360","39510","420","13","41272","39076","107441","false","true","Spanish","bykurrito"
"https://static-cdn.jtvnw.net/jtv_user_pictures/352a75e1-fdcb-4b18-81d8-24482bc9f33b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9566","LaryBrasilGamer","4742190","49380","766","94","41272","35056","78518","true","false","Portuguese","LaryBrasilGamer"
"https://static-cdn.jtvnw.net/jtv_user_pictures/381d7d56-b74b-46da-8752-604e81d7ccfe-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9567","CRACKS_t","911865","2640","1134","325","41264","38650","72069","true","false","Spanish","CRACKS_t"
"https://static-cdn.jtvnw.net/jtv_user_pictures/139118d3-6a66-440c-83e4-08585005a2fd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9568","GGria","18048360","73530","851","234","41258","19990","809001","true","true","English","GGria"
