"","","Channel","Watch time","Stream time","Peak viewers","Average viewers","Followers","Followers gained","Views gained","Partnered","Mature","Language",""
"https://static-cdn.jtvnw.net/jtv_user_pictures/fbfd29cb-a5eb-4d6c-a712-86d7921d5bd0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","301","KayPea","48610935","51315","4380","936","774438","36680","2014133","true","false","English","KayPea"
"https://static-cdn.jtvnw.net/jtv_user_pictures/d6bd2665e718bcb3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","302","Jankos","460674345","53835","42426","8001","773378","425533","15872817","true","false","English","Jankos"
"https://static-cdn.jtvnw.net/jtv_user_pictures/aphromoo-profile_image-69fa0fbba2928bcf-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","303","Aphromoo","91933980","46290","24970","1845","772235","5569","3929602","true","false","English","Aphromoo"
"https://static-cdn.jtvnw.net/jtv_user_pictures/5e484bc2-b4cc-4c1e-9a5c-76e572a4c24b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","304","TSM_Viss","215017395","99195","24932","2152","771049","50743","6491292","true","false","English","TSM_Viss"
"https://static-cdn.jtvnw.net/jtv_user_pictures/b4c1081a-550d-4055-b889-9d984e5b2596-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","305","Rekkles","94928730","6420","61059","13907","770054","183117","6686119","true","false","English","Rekkles"
"https://static-cdn.jtvnw.net/jtv_user_pictures/aa68742d-ae1f-4fb7-9d0c-e1756d5204b0-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","306","pokelawls","550223715","133770","22528","3983","769873","224716","8076080","true","true","English","pokelawls"
"https://static-cdn.jtvnw.net/jtv_user_pictures/2b2d6aa27d13da42-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","307","GassyMexican","110385960","102975","47154","1043","768874","15662","4522982","true","true","English","GassyMexican"
"https://static-cdn.jtvnw.net/jtv_user_pictures/gtimetv-profile_image-2101e38cafec5e76-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","308","GTimeTV","294644655","211110","16152","1098","768874","188124","7831907","true","true","German","GTimeTV"
"https://static-cdn.jtvnw.net/jtv_user_pictures/thijs-profile_image-d1855265a6df68d1-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","309","Thijs","758249550","106230","30800","6950","768436","42083","17027492","true","false","English","Thijs"
"https://static-cdn.jtvnw.net/jtv_user_pictures/b491cc84-3c50-4d03-b1d3-12ce2f0091e8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","310","ZanoXVII","905582910","99630","48643","8710","767399","507823","8987461","true","false","Italian","ZanoXVII"
"https://static-cdn.jtvnw.net/jtv_user_pictures/a0c5169a-c29b-48cc-8a92-9b16d0451cb2-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","311","Froggen","84309780","28320","8940","2834","764736","6792","2186804","true","false","English","Froggen"
"https://static-cdn.jtvnw.net/jtv_user_pictures/575782f9-7c18-4221-8fba-c82847053a60-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","312","DavidDobrik","75826065","11355","47233","6126","760220","720060","2365048","false","false","English","DavidDobrik"
"https://static-cdn.jtvnw.net/jtv_user_pictures/ec42ece7-e343-4ae8-b23d-864754bfc5c1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","313","loud_coringa","358923900","17460","57305","20932","758794","652164","3258217","true","false","Portuguese","loud_coringa"
"https://static-cdn.jtvnw.net/jtv_user_pictures/293a4ebf-ab23-4fe1-9618-ed03de924c7e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","314","JonVlogs","635244300","222480","21617","2679","757970","552379","8980250","true","false","Portuguese","JonVlogs"
"https://static-cdn.jtvnw.net/jtv_user_pictures/521ebe92-2a5c-4bd0-9164-f463e65b325d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","315","Dendi","159793080","37605","14163","4242","757176","79372","6346437","true","false","English","Dendi"
"https://static-cdn.jtvnw.net/jtv_user_pictures/70b3560b-ebbd-4939-8c20-7c6117c0c0d7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","316","jjjjoaco","82991040","23565","41476","3697","756658","749616","3361431","true","false","Spanish","jjjjoaco"
"https://static-cdn.jtvnw.net/jtv_user_pictures/miniladdd-profile_image-2ef6bfec94a86849-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","317","MiniLaddd","14874240","4380","11203","3654","755482","94353","296456","true","false","English","MiniLaddd"
"https://static-cdn.jtvnw.net/jtv_user_pictures/bd6d67a8-5571-4e91-acd1-b0bc10dbff14-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","318","LCK_Korea","2265417630","46755","349104","48657","755069","312217","84585690","true","false","Korean","LCK_Korea"
"https://static-cdn.jtvnw.net/jtv_user_pictures/03bcd99f-3f07-454f-afbf-abfc2db22f44-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","319","OMGitsfirefoxx","3308160","8970","1727","358","751155","-6381","191556","true","false","English","OMGitsfirefoxx"
"https://static-cdn.jtvnw.net/jtv_user_pictures/b922aade-0feb-4b2a-8342-bf764ae9d5ca-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","320","biyin_","47920800","630","174435","75092","750601","292808","1420921","true","false","Spanish","biyin_"
"https://static-cdn.jtvnw.net/jtv_user_pictures/0bc0f7cb-5b21-44e4-b834-59cfa5687fc9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","321","knowen_","2910","240","30","11","750178","750172","265","false","false","English","knowen_"
"https://static-cdn.jtvnw.net/jtv_user_pictures/cec13e44cee25b0f-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","322","Sharishaxd","35476560","15765","5867","2235","744622","103539","7888644","true","false","Italian","Sharishaxd"
"https://static-cdn.jtvnw.net/jtv_user_pictures/4c873b36-1f42-499a-98d0-d8cb906d806c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","323","Mews","80107740","133530","3349","605","741655","618373","2280819","true","false","English","Mews"
"https://static-cdn.jtvnw.net/jtv_user_pictures/81f5dc5c-421f-41f1-b6ad-01deb9cd1daa-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","324","FlowPodcast","153183015","76140","46412","3602","741606","727268","5915870","true","false","Portuguese","FlowPodcast"
"https://static-cdn.jtvnw.net/jtv_user_pictures/50127da1-6e66-4dcc-8360-0ad4ee899233-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","325","Jelty","317362320","77715","26811","3413","739640","699857","8753923","true","false","Spanish","Jelty"
