"","","Channel","Watch time","Stream time","Peak viewers","Average viewers","Followers","Followers gained","Views gained","Partnered","Mature","Language",""
"https://static-cdn.jtvnw.net/jtv_user_pictures/5f75b9a3-57ac-45a8-a57b-30a74d7afead-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9101","MrElvilia","1554240","22620","387","62","43481","-561","139231","true","true","French","MrElvilia"
"https://static-cdn.jtvnw.net/jtv_user_pictures/30768996-864d-4e86-aec6-f6350df3462e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9102","0nuqtive","2199255","29160","538","74","43479","-1720","198743","true","true","Russian","0nuqtive"
"https://static-cdn.jtvnw.net/jtv_user_pictures/7764e862-1547-4bad-897c-daa40b1ffd83-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9103","NeymarJrLive","887130","3210","1348","134","43478","43476","58938","false","false","Portuguese","NeymarJrLive"
"https://static-cdn.jtvnw.net/jtv_user_pictures/f9edefc9-b657-4c5a-8f88-90aeabc54fef-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9104","SyllAhmed","5059440","7080","4639","637","43475","42128","115969","true","false","French","SyllAhmed"
"https://static-cdn.jtvnw.net/jtv_user_pictures/c3b036a8-6629-45a9-b9e7-785ed5f15578-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9105","QueenCavie","742095","24555","72","29","43467","41662","38968","false","false","English","QueenCavie"
"https://static-cdn.jtvnw.net/jtv_user_pictures/a56bf753-5a01-40fb-9d76-28a0c9501047-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9106","riss","10220460","114765","2759","87","43467","7578","367994","true","false","English","riss"
"https://static-cdn.jtvnw.net/jtv_user_pictures/reniehour-profile_image-6f142dc07738389f-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","9107","레니아워 (reniehour)","17624355","32175","5484","519","43464","5447","500170","true","false","Korean","레니아워 (reniehour)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/tease-profile_image-89748d65644e670b-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9108","Tease","366495","11580","244","30","43460","-832","19601","true","true","English","Tease"
"https://static-cdn.jtvnw.net/jtv_user_pictures/4a8d110d-c401-450b-b90d-bdd5e927e714-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9109","herkonn","18617370","132675","1155","130","43455","33491","859045","true","true","Czech","herkonn"
"https://static-cdn.jtvnw.net/jtv_user_pictures/5faef4e3-7fcf-4be4-b76d-2bd66d5dc3a4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9110","jullypocahontas","2468835","11145","1488","215","43451","43091","244099","false","true","Portuguese","jullypocahontas"
"https://static-cdn.jtvnw.net/jtv_user_pictures/af65ffe0-eae3-4369-a2d5-d0c6428030a3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9111","sevenlionsmusic","16544520","7440","22043","1374","43444","42863","1390808","true","false","English","sevenlionsmusic"
"https://static-cdn.jtvnw.net/jtv_user_pictures/7504c473-969a-4fb8-85ae-33aa328ac746-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9112","OutshotLIVE","14448990","43425","2063","285","43438","43424","589042","true","true","Spanish","OutshotLIVE"
"https://static-cdn.jtvnw.net/jtv_user_pictures/cafdcd44-852c-4c91-8740-e8d6aadf84c3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9113","alina_dln","3254820","4815","2776","726","43436","42147","410956","false","false","Russian","alina_dln"
"https://static-cdn.jtvnw.net/jtv_user_pictures/5d3cedce-f69a-45c6-b226-a95c643e1ae5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9114","timjacken","5815455","26895","1522","191","43430","31658","213557","true","true","German","timjacken"
"https://static-cdn.jtvnw.net/jtv_user_pictures/41bd02e5-45a9-476e-b4c1-b47261fbbb13-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9115","Twizz","3068655","52380","1406","58","43424","23322","114776","true","false","English","Twizz"
"https://static-cdn.jtvnw.net/jtv_user_pictures/6f04d6c0-d0ca-480f-b937-3fa2e5e0a21a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9116","EricRod","15073650","34440","2023","446","43423","22297","461744","true","false","Spanish","EricRod"
"https://static-cdn.jtvnw.net/jtv_user_pictures/0789d03d-6520-4454-91ef-b59d2afe5252-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9117","marshmellomusic","47280","360","238","132","43414","594","1505","true","false","English","marshmellomusic"
"https://static-cdn.jtvnw.net/jtv_user_pictures/4539a7b7-624a-4444-90bc-29251c57dd3a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9118","Kaykrisify","857100","9105","313","82","43398","-769","147105","true","false","English","Kaykrisify"
"https://static-cdn.jtvnw.net/jtv_user_pictures/3841f0c7-6568-4dcf-ad9f-77c62a5f94cf-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9119","diguerafn","3095190","20640","1432","132","43397","43337","197938","false","false","Portuguese","diguerafn"
"https://static-cdn.jtvnw.net/jtv_user_pictures/51fa7abd-97e5-4976-b96b-f1be0df21d53-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9120","BriannaBell","6288345","41655","980","151","43396","25617","666052","true","false","English","BriannaBell"
"https://static-cdn.jtvnw.net/jtv_user_pictures/accf3075-14d0-461d-a745-06eb9d8a704a-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","9121","maralbreact","3461265","32070","803","94","43386","34885","118170","true","false","Spanish","maralbreact"
"https://static-cdn.jtvnw.net/jtv_user_pictures/02eae0d2-c861-41f0-bfe3-102aa7b33727-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9122","lukiluki","64583820","125295","2102","507","43382","30229","1393517","true","false","English","lukiluki"
"https://static-cdn.jtvnw.net/jtv_user_pictures/cb3f51cf9502a6c3-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","9123","ItsM3KKY","1374615","3945","847","342","43379","8627","60224","true","false","Arabic","ItsM3KKY"
"https://static-cdn.jtvnw.net/jtv_user_pictures/ff89d356-8ae6-4fe6-8ffa-89ed93500003-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","9124","iAmJPey","12527190","20025","2510","614","43377","42631","237008","true","false","Spanish","iAmJPey"
"https://static-cdn.jtvnw.net/jtv_user_pictures/woundman-profile_image-17c073a8e80c268e-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9125","Woundman","892305","10530","307","79","43372","290","45337","true","false","English","Woundman"
"https://static-cdn.jtvnw.net/jtv_user_pictures/9081ae38-b14b-463a-9552-f353ce391fa4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9126","HitGG","18497910","133695","5191","131","43370","13535","733940","true","true","Spanish","HitGG"
"https://static-cdn.jtvnw.net/jtv_user_pictures/044e2324-adc1-4a09-95cd-af6efa5adf99-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9127","AMna","3639870","86130","304","44","43368","31986","251245","true","false","Arabic","AMna"
"https://static-cdn.jtvnw.net/jtv_user_pictures/d04aa290-3630-4fc5-a7c4-ef8ee4c3d201-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9128","REO_MK","8386365","53235","1158","149","43367","1768","116389","true","false","English","REO_MK"
"https://static-cdn.jtvnw.net/jtv_user_pictures/59f4c4d4-b5ce-41f5-9a3b-8f553cd12091-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9129","Tschilinken","735870","1515","1109","415","43365","11801","37106","true","false","German","Tschilinken"
"https://static-cdn.jtvnw.net/jtv_user_pictures/7a4d4724-60f3-4d50-897c-8c2ed678c2ee-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9130","iMeelk","2724840","27120","1338","93","43360","9721","173126","true","true","French","iMeelk"
"https://static-cdn.jtvnw.net/jtv_user_pictures/dcffbe14-56f3-4fc3-98d7-51f8ecd0c34a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9131","calcio_totale","7976910","13320","2200","577","43359","43359","101400","true","false","Italian","calcio_totale"
"https://static-cdn.jtvnw.net/jtv_user_pictures/a2697954-c620-49ac-9daf-28aeb2f1facd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9132","GeePM","6377850","57150","1161","107","43359","17834","146817","true","false","English","GeePM"
"https://static-cdn.jtvnw.net/jtv_user_pictures/alexanderhussi-profile_image-123dde047619d273-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9133","alexanderhussi","803415","1755","852","383","43357","6945","44005","true","false","Danish","alexanderhussi"
"https://static-cdn.jtvnw.net/jtv_user_pictures/ezyteevee-profile_image-c5c4eb041c178218-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9134","EZYteevee","341025","13965","174","23","43349","-594","11819","true","false","English","EZYteevee"
"https://static-cdn.jtvnw.net/jtv_user_pictures/38d74237-71a5-4ff6-856a-c08b7c2246bf-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","9135","ViralErik","2522670","7245","1319","327","43348","29900","114512","true","false","Czech","ViralErik"
"https://static-cdn.jtvnw.net/jtv_user_pictures/e0a8f8cd8c70ca3e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9136","Zaquelle","12804885","106050","779","119","43347","474","147950","true","true","English","Zaquelle"
"https://static-cdn.jtvnw.net/jtv_user_pictures/b24edea1-b81d-4566-a963-2597992b7fce-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9137","nixblick3r","186900","5475","86","30","43340","272","2838","false","true","German","nixblick3r"
"https://static-cdn.jtvnw.net/jtv_user_pictures/75634a9d-27e8-4a83-8d19-f2eadfc2a5a4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9138","DerHauge","21543645","19710","5877","1094","43333","21867","1227767","true","true","German","DerHauge"
"https://static-cdn.jtvnw.net/jtv_user_pictures/1bdd7990-25a6-498f-aa75-7bc98ed1228a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9139","Mathia","8856210","77235","511","109","43318","16263","1288588","true","false","Dutch","Mathia"
"https://static-cdn.jtvnw.net/jtv_user_pictures/feb49865-f1f7-447b-85ed-68a8c8598406-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9140","IGP_TV","3955320","23925","1082","184","43312","24337","88719","true","true","English","IGP_TV"
"https://static-cdn.jtvnw.net/jtv_user_pictures/f87e753b-72c8-445d-91ea-28a8182f3692-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9141","Bubnik2","5860710","54330","1062","88","43308","1664","157452","true","false","Polish","Bubnik2"
"https://static-cdn.jtvnw.net/jtv_user_pictures/b905703b-8658-41c4-89a2-c1403bf7ef9e-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","9142","Gerimester3","16921920","76950","1313","213","43306","23124","1025126","true","true","Hungarian","Gerimester3"
"https://static-cdn.jtvnw.net/jtv_user_pictures/85e00010-757b-4ba7-a172-5ce3edd51014-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9143","HashtagUnited","9221310","21480","35103","511","43299","41223","340509","true","false","English","HashtagUnited"
"https://static-cdn.jtvnw.net/jtv_user_pictures/80802b24-81f2-4909-a930-ad73449345fb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9144","moonstudio_ru","77116575","58740","21333","1367","43292","33142","5669346","true","false","Russian","moonstudio_ru"
"https://static-cdn.jtvnw.net/jtv_user_pictures/allysgotgame-profile_image-2ee7943bc0a8e6d0-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","9145","AllysGotGame","5949075","34275","1076","170","43284","2581","97754","true","true","English","AllysGotGame"
"https://static-cdn.jtvnw.net/jtv_user_pictures/1cc274f0-11f5-49c4-baae-7101c0bcf880-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9146","SebasBeron","6642150","92490","567","62","43273","42852","63305","true","false","English","SebasBeron"
"https://static-cdn.jtvnw.net/jtv_user_pictures/eaebbfe7be1531fc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9147","ArlieShaban","54285480","82875","3956","520","43272","12346","2350988","true","true","English","ArlieShaban"
"https://static-cdn.jtvnw.net/jtv_user_pictures/5444fec6-0b17-4573-94fe-76ab9ee2ae40-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9148","Ninjottv","17937045","79395","1019","214","43271","42237","1380609","true","false","Italian","Ninjottv"
"https://static-cdn.jtvnw.net/jtv_user_pictures/b2257402-6f7f-46ac-af83-b02e76efcdd4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9149","YoScrubz","3457110","14640","1466","220","43270","29242","189500","true","false","English","YoScrubz"
"https://static-cdn.jtvnw.net/jtv_user_pictures/jeffhindla-profile_image-a1c7e1e0067ec330-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9150","jeffhindla","209070","9225","2295","19","43264","-2165","15144","true","false","English","jeffhindla"
"https://static-cdn.jtvnw.net/jtv_user_pictures/fd5c796a-57e2-43e1-b2e6-4ca11de0ec66-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9151","mr_blue_ttv","8748990","176580","489","46","43261","38813","78049","true","true","English","mr_blue_ttv"
"https://static-cdn.jtvnw.net/jtv_user_pictures/c854d284-585c-42a6-bae5-45e61e897f86-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9152","mazellovvv","5472615","24165","7876","222","43255","43141","464571","true","false","Russian","mazellovvv"
"https://static-cdn.jtvnw.net/jtv_user_pictures/9146e1e8-7021-4d1d-bc54-9253714a4498-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9153","JeanRTV","42722730","110370","3124","378","43252","19316","621327","true","false","French","JeanRTV"
"https://static-cdn.jtvnw.net/jtv_user_pictures/1aeb2b90-86bf-45e7-804d-58ce29ea10ca-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9154","YourFriendKyle","36025410","57300","2834","567","43252","36945","400381","true","false","English","YourFriendKyle"
"https://static-cdn.jtvnw.net/jtv_user_pictures/7551b01d-0d40-4a50-bffe-a59c82182b5e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9155","maciusgg","3182565","29115","738","97","43233","2926","276122","true","false","Polish","maciusgg"
