"","","Channel","Watch time","Stream time","Peak viewers","Average viewers","Followers","Followers gained","Views gained","Partnered","Mature","Language",""
"https://static-cdn.jtvnw.net/jtv_user_pictures/696b2b6c-6d15-44bd-876f-d9bfc2fde57d-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","9201","muchapt","36431175","43575","7520","798","42975","21661","1416307","true","true","Portuguese","muchapt"
"https://static-cdn.jtvnw.net/jtv_user_pictures/e940cfd2-06ce-4aab-83e4-329ddd515839-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9202","EsquadraoMAV","35276865","97980","5381","338","42973","7460","1376499","true","true","Portuguese","EsquadraoMAV"
"https://static-cdn.jtvnw.net/jtv_user_pictures/a7a0448c-1545-4651-896c-10e909fbe3c5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9203","PKMNcast","24554355","97275","1109","232","42969","15160","350541","true","false","English","PKMNcast"
"https://static-cdn.jtvnw.net/jtv_user_pictures/dbf355f5-176d-4e9a-ae88-fa481e2e3bc6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9204","PINOLINK","2223975","4080","1209","518","42955","40343","109180","false","false","Spanish","PINOLINK"
"https://static-cdn.jtvnw.net/jtv_user_pictures/4fd67a7d-3b2c-434c-beff-702158a60dcc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9205","Larryzaur","2036175","3780","1070","505","42954","5531","64872","true","false","English","Larryzaur"
"https://static-cdn.jtvnw.net/jtv_user_pictures/13c1a6ba-79ce-4f89-9f92-fcec399b5401-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9206","ITSK33N","79875","8280","25","9","42948","-592","9995","false","false","English","ITSK33N"
"https://static-cdn.jtvnw.net/jtv_user_pictures/c564140d-37dd-4852-bf21-e355019d71d7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9207","SpkSokrat","4378230","39375","1158","102","42906","14496","186606","true","false","French","SpkSokrat"
"https://static-cdn.jtvnw.net/jtv_user_pictures/216d4768-678c-4c9e-964f-687534c6664e-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","9208","Mittow","31844640","116430","9473","266","42894","26884","908607","true","false","Portuguese","Mittow"
"https://static-cdn.jtvnw.net/jtv_user_pictures/09b92638-a350-4179-bf12-6f478dd32fdd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9209","Amazonian","51161415","120180","9038","418","42887","10673","1441413","true","false","English","Amazonian"
"https://static-cdn.jtvnw.net/jtv_user_pictures/4ea94305-28fc-43a9-9d71-2264a1104c0b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9210","OSAMAH","18772515","43110","2728","469","42886","42794","514052","true","false","Arabic","OSAMAH"
"https://static-cdn.jtvnw.net/jtv_user_pictures/6dab1512-19e5-4e0a-86b9-4e24296a680c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9211","LuxMira","17593515","57120","10432","288","42885","42882","1103354","true","true","Turkish","LuxMira"
"https://static-cdn.jtvnw.net/jtv_user_pictures/42f849e5-cad4-44fc-b325-08f1b9b937b7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9212","AivanaBG","10269405","128070","963","75","42876","20395","462803","true","false","Bulgarian","AivanaBG"
"https://static-cdn.jtvnw.net/jtv_user_pictures/479df4c9-b421-437f-85f3-a24846971b87-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9213","Henry","21982425","61350","1469","329","42873","10953","507579","true","false","English","Henry"
"https://static-cdn.jtvnw.net/jtv_user_pictures/fcroelie-profile_image-d582019c08523aa8-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9214","FCRoelie","4516080","5235","2158","826","42870","23459","76262","true","false","Dutch","FCRoelie"
"https://static-cdn.jtvnw.net/jtv_user_pictures/3aebd693-7566-4fe7-8099-c7d94783000f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9215","Judd","10465170","57690","3770","164","42864","4585","231029","true","true","English","Judd"
"https://static-cdn.jtvnw.net/jtv_user_pictures/ffb37bf0-afa6-43a4-aa1e-40d088014b22-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9216","DoctorBenjy","35180385","41340","3481","777","42864","16744","468251","true","false","English","DoctorBenjy"
"https://static-cdn.jtvnw.net/jtv_user_pictures/063fa66f-18f5-4259-beb7-c9d7e2157e21-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9217","MoCbka34","173712810","257265","4431","595","42860","35879","1274730","true","false","Russian","MoCbka34"
"https://static-cdn.jtvnw.net/jtv_user_pictures/a0ba0c9e-b964-4bee-9de1-1ebc3723ef08-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9218","김은별컴퍼니 (akvl1229)","8656155","44925","975","192","42854","27190","495313","true","false","Korean","김은별컴퍼니 (akvl1229)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/2cbfaac2-eda5-4bd3-9fbc-08976983727d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9219","JuliaoAnimal","18744075","132660","3765","139","42843","18801","464323","true","false","Portuguese","JuliaoAnimal"
"https://static-cdn.jtvnw.net/jtv_user_pictures/dfae354f-18c4-4170-b298-372161d98da3-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","9220","RiPTide","300390","21315","113","11","42842","1923","7955","true","true","English","RiPTide"
"https://static-cdn.jtvnw.net/jtv_user_pictures/westballz-profile_image-f9c16e9f046fdf25-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","9221","Westballz","5339655","66855","1054","72","42840","4171","144378","true","true","English","Westballz"
"https://static-cdn.jtvnw.net/jtv_user_pictures/ab16aaad-9d8a-4c33-bb4c-763050d51caa-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9222","Graf","3050400","5715","2138","518","42839","36283","152792","false","false","Polish","Graf"
"https://static-cdn.jtvnw.net/jtv_user_pictures/1bade21e-b2ce-4c3a-9d97-cf0cbeb499f0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9223","PsychoNat","90225","6615","52","12","42836","-109","6028","false","false","Italian","PsychoNat"
"https://static-cdn.jtvnw.net/jtv_user_pictures/a0361eaf-299b-4ebf-9101-db67a5261784-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9224","Ferre","11221275","77205","2344","135","42819","31378","842105","true","false","Italian","Ferre"
"https://static-cdn.jtvnw.net/jtv_user_pictures/e94e7b0b14560151-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","9225","juzcook","21621330","51645","1748","413","42801","14137","711518","true","false","English","juzcook"
"https://static-cdn.jtvnw.net/jtv_user_pictures/d21d8170-980b-4f2c-b080-21a36212b1b7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9226","cnbesc","517965","22335","207","25","42797","-461","32466","false","false","Portuguese","cnbesc"
"https://static-cdn.jtvnw.net/jtv_user_pictures/47e781ca-8a73-44e3-bc0d-8741436be38d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9227","fourzer0seven","290490","3450","182","82","42792","6073","8671","true","false","English","fourzer0seven"
"https://static-cdn.jtvnw.net/jtv_user_pictures/8608190c-ffc7-4d92-9a28-0b9460eaf341-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9228","DraaxLP","415440","9930","202","42","42789","-354","11428","true","false","English","DraaxLP"
"https://static-cdn.jtvnw.net/jtv_user_pictures/a2fd1f81-2515-44fe-b123-dd5a40e555b9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9229","NukeSyz","4431255","229935","204","18","42780","771","396076","true","false","Thai","NukeSyz"
"https://static-cdn.jtvnw.net/jtv_user_pictures/063dec5f-ff04-42db-8e54-27e53db1a0e8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9230","Hipks","501525","30255","243","15","42780","-433","40745","true","true","English","Hipks"
"https://static-cdn.jtvnw.net/jtv_user_pictures/eeb4a5b5-f622-42f6-876e-cb891792fd9a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9231","Divi","31228680","90735","3625","329","42773","4626","1314711","true","true","German","Divi"
"https://static-cdn.jtvnw.net/jtv_user_pictures/79698bde9cba4fd3-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","9232","BhTT","5864910","58740","992","96","42773","7188","346660","true","false","Portuguese","BhTT"
"https://static-cdn.jtvnw.net/jtv_user_pictures/9c343c4d-7e5f-4c28-8b38-ab489dda41f4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","9233","blessed__666","345","195","3","1","42772","42767","333","false","false","Russian","blessed__666"
